,value,percentage,datetime,type,magnitude
0,24136.491,0.055331107359139056,2021-01-01T00:00:00.000+01:00,Hidráulica,
1,42168.572,0.1437693128155314,2021-02-01T00:00:00.000+01:00,Hidráulica,
2,57353.784,0.19036382798823817,2021-03-01T00:00:00.000+01:00,Hidráulica,
3,55178.804,0.23905380090849948,2021-04-01T00:00:00.000+02:00,Hidráulica,
4,50876.323,0.17394614311357126,2021-05-01T00:00:00.000+02:00,Hidráulica,
5,37953.239,0.17976256126384413,2021-06-01T00:00:00.000+02:00,Hidráulica,
6,35459.233,0.15602834879049915,2021-07-01T00:00:00.000+02:00,Hidráulica,
7,40319.814,0.18832522807145083,2021-08-01T00:00:00.000+02:00,Hidráulica,
8,35589.356,0.18644664091071972,2021-09-01T00:00:00.000+02:00,Hidráulica,
9,28930.73,0.15451779814521044,2021-10-01T00:00:00.000+02:00,Hidráulica,
10,23869.564,0.06363829310651445,2021-11-01T00:00:00.000+01:00,Hidráulica,
11,27798.868,0.06757341994258484,2021-12-01T00:00:00.000+01:00,Hidráulica,
12,377426.174,0.8652213842411102,2021-01-01T00:00:00.000+01:00,Eólica,
13,215209.702,0.733734852766067,2021-02-01T00:00:00.000+01:00,Eólica,
14,192870.853,0.6401606192964839,2021-03-01T00:00:00.000+01:00,Eólica,
15,129155.918,0.5595484292795924,2021-04-01T00:00:00.000+02:00,Eólica,
16,172897.027,0.5911349175618096,2021-05-01T00:00:00.000+02:00,Eólica,
17,106706.223,0.5054057164731293,2021-06-01T00:00:00.000+02:00,Eólica,
18,116428.0,0.5123085598884847,2021-07-01T00:00:00.000+02:00,Eólica,
19,108016.688,0.5045228483227314,2021-08-01T00:00:00.000+02:00,Eólica,
20,95312.284,0.49932500013005393,2021-09-01T00:00:00.000+02:00,Eólica,
21,107799.05,0.5757501400118645,2021-10-01T00:00:00.000+02:00,Eólica,
22,310544.713,0.8279386866292325,2021-11-01T00:00:00.000+01:00,Eólica,
23,347777.406,0.8453764628898136,2021-12-01T00:00:00.000+01:00,Eólica,
24,30330.378,0.0695301318390179,2021-01-01T00:00:00.000+01:00,Solar fotovoltaica,
25,30658.992,0.10452860987222605,2021-02-01T00:00:00.000+01:00,Solar fotovoltaica,
26,43083.276,0.14299836505353838,2021-03-01T00:00:00.000+01:00,Solar fotovoltaica,
27,38759.429,0.1679193485870611,2021-04-01T00:00:00.000+02:00,Solar fotovoltaica,
28,54726.513,0.18710994232827555,2021-05-01T00:00:00.000+02:00,Solar fotovoltaica,
29,52423.209,0.24829844745292504,2021-06-01T00:00:00.000+02:00,Solar fotovoltaica,
30,57899.889,0.25477212312582126,2021-07-01T00:00:00.000+02:00,Solar fotovoltaica,
31,53082.407,0.247936570462765,2021-08-01T00:00:00.000+02:00,Solar fotovoltaica,
32,49131.451,0.25739139539416284,2021-09-01T00:00:00.000+02:00,Solar fotovoltaica,
33,43722.699,0.23352107528727395,2021-10-01T00:00:00.000+02:00,Solar fotovoltaica,
34,34275.544,0.09138152315883244,2021-11-01T00:00:00.000+01:00,Solar fotovoltaica,
35,30749.789,0.07474651144941859,2021-12-01T00:00:00.000+01:00,Solar fotovoltaica,
